timestamp,ticker,timeframe,actual_tf,score,bias,regime,htf,btc,confidence,entry_price_idr
2026-07-17 06:42:02,BTC,4H,4H,1,BULLISH,NEUTRAL,bearish,N/A,N/A — no qualifying setup,1132316910.01,False
2026-07-17 06:42:22,BTC,1H,1H,-9,BEARISH,TRENDING_DOWN,bullish,N/A,C — Low conviction,1132244914.01,False
2026-07-18 05:07:00,AVAX,1H,1H,0,NEUTRAL,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,118792.75200000001,False
2026-07-18 05:07:00,ADA,1H,1H,0,NEUTRAL,TRENDING_UP,neutral,bullish,N/A — no qualifying setup,2998.5995999999996,False
2026-07-18 05:07:00,ARB,1H,1H,-1,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,1624.3164000000002,False
2026-07-18 05:07:01,ATOM,1H,1H,-4,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,26946.024,False
2026-07-18 05:07:04,DEXE,1H,1H,-3,BEARISH,RANGING,bullish,bullish,D — Very low conviction,647927.76,True
2026-07-18 05:07:04,BTC,1H,1H,-2,BEARISH,RANGING,bullish,N/A,D — Very low conviction,1150728336.0,False
2026-07-18 05:07:04,BNB,1H,1H,-1,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,10203153.360000001,False
2026-07-18 05:07:04,BANK,1H,1H,-2,BEARISH,TRENDING_UP,bullish,bullish,D — Very low conviction,1224.9828,True
2026-07-18 05:07:07,ETH,1H,1H,0,NEUTRAL,SQUEEZE,bullish,bullish,N/A — no qualifying setup,33187680.12,False
2026-07-18 05:07:07,HOME,1H,1H,-9,BEARISH,TRENDING_DOWN,bearish,bullish,A — High conviction,124.1172,False
2026-07-18 05:07:07,DOT,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,15271.812,False
2026-07-18 05:07:08,DOGE,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,1303.95012,False
2026-07-18 05:07:10,LINK,1H,1H,-1,BEARISH,SQUEEZE,bullish,bullish,D — Very low conviction,148490.94,False
2026-07-18 05:07:10,KITE,1H,1H,0,NEUTRAL,TRENDING_DOWN,bearish,bullish,N/A — no qualifying setup,2045.2356,False
2026-07-18 05:07:11,NEAR,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,34698.852,True
2026-07-18 05:07:11,LTC,1H,1H,1,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,818454.0,False
2026-07-18 05:07:12,ONDO,1H,1H,-1,BEARISH,TRENDING_UP,bullish,bullish,D — Very low conviction,6785.0736,True
2026-07-18 05:07:13,OP,1H,1H,-10,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,1735.842,False
2026-07-18 05:07:13,PEPE,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,0.049467,False
2026-07-18 05:07:14,RE,1H,1H,-9,BEARISH,TRENDING_DOWN,unknown,bullish,B — Moderate conviction,7632.3084,
2026-07-18 05:07:15,SHIB,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,0.07500996,False
2026-07-18 05:07:16,SOXLB,1H,1H,0,NEUTRAL,NEUTRAL,unknown,bullish,N/A — no qualifying setup,2419925.64,
2026-07-18 05:07:16,SOL,1H,1H,1,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,1350898.7999999998,False
2026-07-18 05:07:17,SUI,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,13267.9488,False
2026-07-18 05:07:18,SYN,1H,1H,0,NEUTRAL,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,3815.97432,True
2026-07-18 05:07:18,TRX,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,5795.7336,True
2026-07-18 05:07:20,TREE,1H,1H,-3,BEARISH,TRENDING_DOWN,bearish,bullish,D — Very low conviction,678.1475999999999,False
2026-07-18 05:07:20,UNI,1H,1H,-3,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,63425.687999999995,False
2026-07-18 05:07:21,XAUT,1H,1H,6,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,72158502.24,
2026-07-18 05:07:21,XRP,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,19570.944000000003,False
2026-07-18 05:07:23,ZEC,1H,1H,-1,BEARISH,RANGING,bullish,bullish,N/A — no qualifying setup,9773599.92,True
2026-07-18 05:08:02,ADA,1H,1H,0,NEUTRAL,TRENDING_UP,neutral,bullish,N/A — no qualifying setup,3000.3984,False
2026-07-18 05:08:02,ARB,1H,1H,-1,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,1624.3164000000002,False
2026-07-18 05:08:02,AVAX,1H,1H,0,NEUTRAL,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,118756.77600000001,False
2026-07-18 05:08:02,ATOM,1H,1H,-4,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,26946.024,False
2026-07-18 05:08:03,BNB,1H,1H,-1,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,10205132.040000001,False
2026-07-18 05:08:03,DEXE,1H,1H,-3,BEARISH,RANGING,bullish,bullish,D — Very low conviction,646218.8999999999,True
2026-07-18 05:08:03,BANK,1H,1H,-2,BEARISH,TRENDING_UP,bullish,bullish,D — Very low conviction,1226.7816,True
2026-07-18 05:08:03,BTC,1H,1H,-2,BEARISH,RANGING,bullish,N/A,D — Very low conviction,1150825471.2,False
2026-07-18 05:08:04,DOGE,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,1303.95012,False
2026-07-18 05:08:04,ETH,1H,1H,0,NEUTRAL,SQUEEZE,bullish,bullish,N/A — no qualifying setup,33187860.0,False
2026-07-18 05:08:04,DOT,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,15271.812,False
2026-07-18 05:08:04,HOME,1H,1H,-9,BEARISH,TRENDING_DOWN,bearish,bullish,A — High conviction,123.75744,False
2026-07-18 05:08:05,KITE,1H,1H,0,NEUTRAL,TRENDING_DOWN,bearish,bullish,N/A — no qualifying setup,2045.2356,False
2026-07-18 05:08:05,LTC,1H,1H,1,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,818454.0,False
2026-07-18 05:08:05,NEAR,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,34662.876000000004,True
2026-07-18 05:08:05,LINK,1H,1H,-1,BEARISH,SQUEEZE,bullish,bullish,D — Very low conviction,148490.94,False
2026-07-18 05:08:06,ONDO,1H,1H,-1,BEARISH,TRENDING_UP,bullish,bullish,D — Very low conviction,6783.2748,True
2026-07-18 05:08:06,PEPE,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,0.049287120000000004,False
2026-07-18 05:08:06,OP,1H,1H,-10,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,1735.842,False
2026-07-18 05:08:07,SHIB,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,0.07518984,False
2026-07-18 05:08:07,SOL,1H,1H,1,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,1350898.7999999998,False
2026-07-18 05:08:09,SUI,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,13266.150000000001,False
2026-07-18 05:08:09,SYN,1H,1H,0,NEUTRAL,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,3804.2821200000003,True
2026-07-18 05:08:10,TRX,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,5797.532399999999,True
2026-07-18 05:08:10,TREE,1H,1H,-3,BEARISH,TRENDING_DOWN,bearish,bullish,D — Very low conviction,678.1475999999999,False
2026-07-18 05:08:11,RE,1H,1H,-9,BEARISH,TRENDING_DOWN,unknown,bullish,B — Moderate conviction,7634.1072,
2026-07-18 05:08:11,SOXLB,1H,1H,0,NEUTRAL,NEUTRAL,unknown,bullish,N/A — no qualifying setup,2419925.64,
2026-07-18 05:08:11,XAUT,1H,1H,6,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,72158502.24,
2026-07-18 05:08:11,UNI,1H,1H,-3,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,63425.687999999995,False
2026-07-18 05:08:12,XRP,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,19569.145200000003,False
2026-07-18 05:08:12,ZEC,1H,1H,-1,BEARISH,RANGING,bullish,bullish,N/A — no qualifying setup,9767304.120000001,True
2026-07-18 21:44:24,ARB,1H,1H,-1,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,1584.2786,False
2026-07-18 21:44:24,ADA,1H,1H,3,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,2978.3720000000003,False
2026-07-18 21:44:25,ALLO,1H,1H,2,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,7987.7784,True
2026-07-18 21:44:29,BNB,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,10235372.74,False
2026-07-18 21:44:29,BANK,1H,1H,1,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,2007.7098,True
2026-07-18 21:44:31,AVAX,1H,1H,-5,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,117986.59199999999,False
2026-07-18 21:44:33,BTC,1H,1H,2,BULLISH,SQUEEZE,bullish,N/A,D — Very low conviction,1160130975.94,False
2026-07-18 21:44:34,DEXE,1H,1H,-1,BEARISH,RANGING,bullish,bullish,N/A — no qualifying setup,638537.838,True
2026-07-18 21:44:36,DOT,1H,1H,1,BULLISH,RANGING,bearish,bullish,N/A — no qualifying setup,14999.511999999999,False
2026-07-18 21:44:37,DOGE,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,1297.5654399999999,False
2026-07-18 21:44:38,ATOM,1H,1H,1,BULLISH,NEUTRAL,bearish,bullish,N/A — no qualifying setup,26805.347999999998,True
2026-07-18 21:44:39,KITE,1H,1H,1,BULLISH,NEUTRAL,bearish,bullish,N/A — no qualifying setup,2025.6518,False
2026-07-18 21:44:40,LTC,1H,1H,2,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,840582.7000000001,False
2026-07-18 21:44:40,NEAR,1H,1H,-2,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,34646.002,True
2026-07-18 21:44:40,LINK,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,149672.16400000002,False
2026-07-18 21:44:42,ETH,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,33339644.98,False
2026-07-18 21:44:42,ONDO,1H,1H,-3,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,6218.6972000000005,True
2026-07-18 21:44:42,OP,1H,1H,1,BULLISH,RANGING,bearish,bullish,N/A — no qualifying setup,1702.6958,False
2026-07-18 21:44:42,PEPE,1H,1H,2,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,0.049519919999999995,False
2026-07-18 21:44:43,RE,1H,1H,-2,BEARISH,TRENDING_DOWN,unknown,bullish,D — Very low conviction,7183.9767999999995,
2026-07-18 21:44:44,SOL,1H,1H,4,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,1352467.96,False
2026-07-18 21:44:44,SUI,1H,1H,3,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,13275.2858,False
2026-07-18 21:44:44,SHIB,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,0.07410046,False
2026-07-18 21:44:45,SYN,1H,1H,1,BULLISH,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,4171.1561599999995,True
2026-07-18 21:44:45,TRUMP,1H,1H,-2,BEARISH,NEUTRAL,bearish,bullish,D — Very low conviction,28958.388000000003,False
2026-07-18 21:44:46,UNI,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,63550.564,False
2026-07-18 21:44:50,WLD,1H,1H,0,NEUTRAL,TRENDING_DOWN,bearish,bullish,N/A — no qualifying setup,6651.099399999999,False
2026-07-18 21:44:51,TRX,1H,1H,4,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,5845.5036,True
2026-07-18 21:44:55,XRP,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,19617.782799999997,False
2026-07-18 21:44:55,ZEC,1H,1H,4,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,9974854.9,True
2026-07-18 21:44:59,XEC,1H,1H,-2,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,0.16183684,True
2026-07-18 21:45:30,BTC,1H,1H,2,BULLISH,SQUEEZE,bullish,N/A,D — Very low conviction,1160187641.49,False
2026-07-19 04:59:44,ALLO,1H,1H,-3,BEARISH,RANGING,bullish,bullish,D — Very low conviction,8160.5009,True
2026-07-19 04:59:44,ATOM,1H,1H,-10,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,26830.765000000003,False
2026-07-19 04:59:44,ARB,1H,1H,-6,BEARISH,TRENDING_DOWN,neutral,bullish,C — Low conviction,1579.336,False
2026-07-19 04:59:44,ADA,1H,1H,1,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,2982.7913999999996,False
2026-07-19 04:59:46,BANK,1H,1H,6,BULLISH,TRENDING_UP,bullish,bullish,B — Moderate conviction,2008.2693,True
2026-07-19 04:59:46,BNB,1H,1H,-5,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,10208971.48,False
2026-07-19 04:59:46,BTC,1H,1H,1,BULLISH,SQUEEZE,bullish,N/A,D — Very low conviction,1161532890.99,False
2026-07-19 04:59:46,AVAX,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,117857.94900000001,False
2026-07-19 04:59:48,ETH,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,33512971.509999998,False
2026-07-19 04:59:48,DOGE,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,1298.82439,False
2026-07-19 04:59:49,DOT,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,15039.586,False
2026-07-19 04:59:49,DEXE,1H,1H,-5,BEARISH,TRENDING_DOWN,neutral,bullish,C — Low conviction,630908.8380000001,True
2026-07-19 04:59:50,KITE,1H,1H,1,BULLISH,RANGING,bearish,bullish,N/A — no qualifying setup,2010.064,False
2026-07-19 04:59:50,LINK,1H,1H,-2,BEARISH,SQUEEZE,bullish,bullish,D — Very low conviction,149893.344,False
2026-07-19 04:59:50,NEAR,1H,1H,-5,BEARISH,SQUEEZE,bearish,bullish,D — Very low conviction,34494.134,True
2026-07-19 04:59:51,LTC,1H,1H,-1,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,841534.83,False
2026-07-19 04:59:53,OP,1H,1H,0,NEUTRAL,SQUEEZE,bearish,bullish,N/A — no qualifying setup,1712.1438,False
2026-07-19 04:59:53,PEPE,1H,1H,2,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,0.049533719999999996,False
2026-07-19 04:59:53,OPN,1H,1H,4,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,1146.8133,
2026-07-19 04:59:53,ONDO,1H,1H,-6,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,6159.4104,True
2026-07-19 04:59:55,RE,1H,1H,-3,BEARISH,NEUTRAL,unknown,bullish,D — Very low conviction,7334.9389,
2026-07-19 04:59:55,SHIB,1H,1H,-9,BEARISH,SQUEEZE,bearish,bullish,B — Moderate conviction,0.07448005,False
2026-07-19 04:59:55,SOL,1H,1H,1,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,1363074.6500000001,False
2026-07-19 04:59:55,SUI,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,13322.058099999998,False
2026-07-19 04:59:56,SYN,1H,1H,-6,BEARISH,TRENDING_DOWN,bearish,bullish,C — Low conviction,4045.97168,True
2026-07-19 04:59:57,TRX,1H,1H,9,BULLISH,SQUEEZE,neutral,bullish,C — Low conviction,5848.9273,True
2026-07-19 04:59:57,TRUMP,1H,1H,1,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,29702.285,False
2026-07-19 04:59:57,UNI,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,63729.797000000006,False
2026-07-19 04:59:58,WLD,1H,1H,1,BULLISH,NEUTRAL,bearish,bullish,N/A — no qualifying setup,6753.4561,False
2026-07-19 04:59:59,XEC,1H,1H,-7,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,0.15488261,True
2026-07-19 04:59:59,XRP,1H,1H,1,BULLISH,SQUEEZE,bearish,bullish,N/A — no qualifying setup,19680.6802,False
2026-07-19 05:00:00,ZEC,1H,1H,-2,BEARISH,RANGING,bullish,bullish,D — Very low conviction,10028065.72,True
2026-07-21 07:04:50,ACE,1H,1H,-1,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,1819.7302,False
2026-07-21 07:04:50,ARB,1H,1H,1,BULLISH,NEUTRAL,bullish,bullish,D — Very low conviction,1628.6496,False
2026-07-21 07:04:50,ATOM,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,26912.005999999998,False
2026-07-21 07:04:50,ADA,1H,1H,2,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,3151.937,False
2026-07-21 07:04:53,AVAX,1H,1H,2,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,119148.576,False
2026-07-21 07:04:53,BANK,1H,1H,6,BULLISH,NEUTRAL,bullish,bullish,C — Low conviction,4862.7334,True
2026-07-21 07:04:54,BNB,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,10291922.56,False
2026-07-21 07:04:54,BTC,1H,1H,3,BULLISH,SQUEEZE,bullish,N/A,D — Very low conviction,1177357760.4599998,False
2026-07-21 07:04:58,ETH,1H,1H,2,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,34573088.0,False
2026-07-21 07:04:59,DOT,1H,1H,1,BULLISH,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,15322.163999999999,False
2026-07-21 07:04:59,DOGE,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,1305.95554,False
2026-07-21 07:05:03,KITE,1H,1H,-6,BEARISH,TRENDING_DOWN,bearish,bullish,C — Low conviction,1996.5244,False
2026-07-21 07:05:03,DEXE,1H,1H,2,BULLISH,TRENDING_DOWN,neutral,bullish,N/A — no qualifying setup,638762.802,True
2026-07-21 07:05:04,LINK,1H,1H,1,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,155436.032,False
2026-07-21 07:05:04,HEMI,1H,1H,1,BULLISH,NEUTRAL,bullish,bullish,D — Very low conviction,105.3622,False
2026-07-21 07:05:07,LTC,1H,1H,1,BULLISH,SQUEEZE,bullish,bullish,D — Very low conviction,849505.06,False
2026-07-21 07:05:08,NEAR,1H,1H,1,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,36323.172,True
2026-07-21 07:05:09,OPN,1H,1H,3,BULLISH,TRENDING_UP,bearish,bullish,D — Very low conviction,1148.2694,
2026-07-21 07:05:10,OP,1H,1H,1,BULLISH,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,1732.226,False
2026-07-21 07:05:12,PEPE,1H,1H,-2,BEARISH,NEUTRAL,bullish,bullish,D — Very low conviction,0.05214536,False
2026-07-21 07:05:12,PUMP,1H,1H,2,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,36.733906,True
2026-07-21 07:05:13,SHIB,1H,1H,1,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,0.07661082,False
2026-07-21 07:05:15,SOL,1H,1H,2,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,1405603.18,False
2026-07-21 07:05:17,TOWNS,1H,1H,-6,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,39.644760000000005,False
2026-07-21 07:05:18,SUI,1H,1H,1,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,13823.8778,False
2026-07-21 07:05:19,TRX,1H,1H,9,BULLISH,SQUEEZE,neutral,bullish,C — Low conviction,5834.2086,True
2026-07-21 07:05:23,UNI,1H,1H,5,BULLISH,TRENDING_UP,bullish,bullish,C — Low conviction,66449.618,True
2026-07-21 07:05:27,ZEC,1H,1H,0,NEUTRAL,TRENDING_UP,bullish,bullish,N/A — no qualifying setup,9820114.2,True
2026-07-21 07:05:29,XRP,1H,1H,2,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,20254.5436,False
2026-07-21 07:06:32,BBCA,1H,1H,-1,BEARISH,TRENDING_UP,bullish,N/A,D — Very low conviction,6500.0,False
2026-07-21 07:06:32,BMRI,1H,1H,0,NEUTRAL,RANGING,bullish,N/A,N/A — no qualifying setup,4460.0,True
2026-07-21 07:06:32,BBRI,1H,1H,1,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,3060.0,False
2026-07-21 07:06:32,TLKM,1H,1H,2,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,2740.0,False
2026-07-21 07:06:36,ADRO,1H,1H,2,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,2550.0,True
2026-07-21 07:06:37,UNVR,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,1715.0,False
2026-07-21 07:06:37,ASII,1H,1H,2,BULLISH,RANGING,bullish,N/A,D — Very low conviction,5075.0,False
2026-07-21 07:06:37,GOTO,1H,1H,1,BULLISH,RANGING,bearish,N/A,N/A — no qualifying setup,50.0,False
2026-07-21 07:06:41,TOWR,1H,1H,1,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,410.0,False
2026-07-21 07:06:42,BSDE,1H,1H,-3,BEARISH,TRENDING_UP,neutral,N/A,D — Very low conviction,585.0,False
2026-07-21 07:06:42,CTRA,1H,1H,1,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,580.0,False
2026-07-21 07:06:42,SMRA,1H,1H,1,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,322.0,False
2026-07-21 07:06:45,BBNI,1H,1H,-1,BEARISH,TRENDING_UP,bullish,N/A,D — Very low conviction,3610.0,False
2026-07-21 07:06:47,ARTO,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,1350.0,False
2026-07-21 07:06:48,BTPS,1H,1H,-3,BEARISH,SQUEEZE,bullish,N/A,D — Very low conviction,1035.0,False
2026-07-21 07:06:50,PNBN,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,910.0,False
2026-07-21 07:06:51,BRIS,1H,1H,0,NEUTRAL,TRENDING_UP,bullish,N/A,N/A — no qualifying setup,1885.0,False
2026-07-21 07:06:52,PGAS,1H,1H,6,BULLISH,SQUEEZE,neutral,N/A,D — Very low conviction,1520.0,False
2026-07-21 07:06:53,PTBA,1H,1H,3,BULLISH,SQUEEZE,neutral,N/A,D — Very low conviction,2440.0,False
2026-07-21 07:06:55,INCO,1H,1H,4,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,5000.0,False
2026-07-21 07:06:56,MDKA,1H,1H,0,NEUTRAL,TRENDING_UP,neutral,N/A,N/A — no qualifying setup,2740.0,False
2026-07-21 07:06:57,BUMI,1H,1H,1,BULLISH,TRENDING_UP,neutral,N/A,D — Very low conviction,168.0,False
2026-07-21 07:06:59,INDF,1H,1H,3,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,6875.0,True
2026-07-21 07:07:00,ICBP,1H,1H,1,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,7025.0,False
2026-07-21 07:07:01,MYOR,1H,1H,-1,BEARISH,RANGING,neutral,N/A,N/A — no qualifying setup,1770.0,False
2026-07-21 07:07:02,KLBF,1H,1H,1,BULLISH,NEUTRAL,neutral,N/A,D — Very low conviction,745.0,False
2026-07-21 07:07:03,SIDO,1H,1H,-5,BEARISH,SQUEEZE,neutral,N/A,D — Very low conviction,378.0,False
2026-07-21 07:07:05,CPIN,1H,1H,-5,BEARISH,SQUEEZE,bearish,N/A,D — Very low conviction,3110.0,False
2026-07-21 07:07:06,AALI,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,6475.0,False
2026-07-21 07:07:08,LSIP,1H,1H,0,NEUTRAL,SQUEEZE,bullish,N/A,N/A — no qualifying setup,1345.0,True
2026-07-21 07:07:09,JPFA,1H,1H,0,NEUTRAL,NEUTRAL,bullish,N/A,N/A — no qualifying setup,2080.0,False
2026-07-21 07:07:10,EXCL,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,2600.0,False
2026-07-21 07:07:12,ISAT,1H,1H,2,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,1965.0,False
2026-07-21 07:07:13,MTEL,1H,1H,-5,BEARISH,SQUEEZE,bearish,N/A,D — Very low conviction,456.0,False
2026-07-21 07:07:14,PWON,1H,1H,1,BULLISH,NEUTRAL,bullish,N/A,D — Very low conviction,272.0,False
2026-07-21 07:07:15,BKSL,1H,1H,2,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,71.0,False
2026-07-21 07:07:17,JSMR,1H,1H,2,BULLISH,TRENDING_UP,neutral,N/A,D — Very low conviction,2780.0,False
2026-07-21 07:07:18,INTP,1H,1H,-1,BEARISH,SQUEEZE,bullish,N/A,D — Very low conviction,4660.0,False
2026-07-21 07:07:19,ANTM,1H,1H,2,BULLISH,TRENDING_UP,bullish,N/A,D — Very low conviction,3070.0,False
2026-07-21 07:07:19,SMGR,1H,1H,2,BULLISH,TRENDING_UP,neutral,N/A,D — Very low conviction,1535.0,False
2026-07-21 07:07:21,PTPP,1H,1H,-1,BEARISH,TRENDING_UP,bullish,N/A,D — Very low conviction,220.0,False
2026-07-21 07:11:29,ATOM,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,26901.457,False
2026-07-21 07:11:29,ADA,1H,1H,2,BULLISH,TRENDING_UP,neutral,bullish,D — Very low conviction,3139.9909000000002,False
2026-07-21 07:11:29,ACE,1H,1H,-1,BEARISH,TRENDING_DOWN,bullish,bullish,D — Very low conviction,1817.2318,False
2026-07-21 07:11:29,ARB,1H,1H,1,BULLISH,NEUTRAL,bullish,bullish,D — Very low conviction,1629.7963000000002,False
2026-07-21 07:11:30,AVAX,1H,1H,2,BULLISH,SQUEEZE,neutral,bullish,D — Very low conviction,118941.213,False
2026-07-21 07:11:31,BANK,1H,1H,6,BULLISH,NEUTRAL,bullish,bullish,C — Low conviction,4921.5207,True
2026-07-21 07:11:31,BNB,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,10276285.17,False
2026-07-21 07:11:31,BTC,1H,1H,3,BULLISH,SQUEEZE,bullish,N/A,D — Very low conviction,1175921593.77,False
2026-07-21 07:11:32,DEXE,1H,1H,2,BULLISH,TRENDING_DOWN,neutral,bullish,N/A — no qualifying setup,655845.74,True
2026-07-21 07:11:33,DOGE,1H,1H,2,BULLISH,SQUEEZE,bearish,bullish,D — Very low conviction,1304.7295900000001,False
2026-07-21 07:11:33,DOT,1H,1H,1,BULLISH,TRENDING_UP,bearish,bullish,N/A — no qualifying setup,15351.86,False
2026-07-21 07:11:33,ETH,1H,1H,2,BULLISH,TRENDING_UP,bullish,bullish,D — Very low conviction,34543648.61,False
